0.056610065,-0.32563202,-0.25604096
-0.114414555,-0.435707635,-0.144984611
-0.318310217,-0.290059354,0.10604729
0.187775779,-0.299504482,-0.229369963
-0.182489323,-0.345992188,-0.152830295
-0.373564869,-0.229697386,-0.073887411
0.142089283,-0.141168462,-0.365129916
-0.324755883,0.02176406,-0.194317399
-0.453507585,0.185081333,-0.042301881
0.411434733,-0.187078892,0.087577218
0.150063506,-0.278284667,0.105216816
-0.313754826,-0.202463938,0.324966572
0.389664482,-0.01156838,-0.096681811
0.042907768,-0.215497675,-0.001213727
-0.393634988,-0.032475415,-0.063221948
0.341067196,0.180605829,-0.173863249
-0.148974652,0.359659732,-0.290730838
-0.322653924,0.409293489,-0.018023373
0.386049752,-0.075082087,0.361152382
0.227151614,-0.147639014,0.371467128
-0.169300523,0.014307412,0.508251886
0.466484639,0.202436766,0.049110034
0.341643279,0.114324287,0.082754456
-0.308795693,0.331834634,0.287998471
0.359782164,0.412877079,-0.084549432
0.149558388,0.489986938,-0.078958511
-0.228125609,0.495680036,-0.018436929